83707731683404152665622483733732123273244502;47972000000117;73780393573
30162585675854737855717335078108327762460415;89422320000143;41628208643
81357326215656881837344556223040657640570523;77176990000148;51616566892
65246465202636617211028151252512363255105614;79004250000150;05370622035
63152030754748146004211758556823842504581130;74027570000101;54155629070
15747035117185018335840018787816126501734654;10725040000154;13645230602
84376636732401652803167412035017204265641660;36125970000160;71245258966
14000473530625365160304227265668873317463532;81441060000141;92520156201
54070647738585184887225055530306884630462153;36296320000188;17426726207
50308438731656566770732884151877255783348030;71946950000151;64858088090
70748705877285652868204814341364010512278624;13972650000140;99326715922
30218764273243881415335102254158418626101454;93537800000127;65319122357
63356220641346264878536606402316612648501523;87448210000125;13505459887
46008706520600158305641278442683754502716805;66766070000163;12492940616
15643170111034083555037214184880144757845105;98792730000177;28631597554
12874687260115223141577501060418258286350046;38794190000139;81997900246
84811763412128711881035876441404236263207243;72733630000186;98440267843
56167704612834217275476630153840881571242034;67206460000141;80187545944
27230072771177280587866511125070180641663332;54628560000114;43076799380
37374103057780081306001573607376243155601781;14305560000169;43670102361
37617452213432067558037782770664417457658647;46540520000198;82219660028
14527475080711578651517502778664172665607165;17104730000135;22178520600
52330205760461036641350628427284326824267468;76666080000180;61459999428
54144543614664301157715210361007043474113871;22380280000143;09937219906
11673436105653106468121760360880421530665423;56840460000182;93881151982
46142508167731756371452583535363545702267286;55532970000120;43406889751
83750858143380220670161830036405516647777374;45470300000172;50265818974
16302524586616883131750647120724810510834184;75960640000142;93647338605
68580888133806041013251586117442087112612845;46463060000141;45198023930
32447105284381136053240644221216044477218012;21581510000170;52399018214
71028686568887225373212350553882158334842202;90251450000140;27461256092
16064088436245276307460101268711726814700403;93807340000100;53667263104
45876654550566770838846525607248772466564485;09330000000124;92765467153
22300551886028278744488005648800465557407820;74705840000196;48248449408
74775346363665667737137445064262818221835620;85266410000131;07421336729
85301524521787271118731105516766888562202323;04375440000184;30222513519
48086004057158272084172081347267307478632627;99565440000153;32428989820
57256464748702857802418713825258672735717328;27469950000116;23496462892
73675873502220037608254683578225266354478777;06224140000120;25842856220
80668245040003415078407772858600027312842217;63373330000142;92125017610
18032400575717720340516855886172164182617244;97004240000104;44080738307
41748656741848534806006374371412640207057813;86610100000155;52944666940
62158423000550740821126511244851324531583868;71339020000130;38761024139
12254621243671141814215237674534813100335028;28790140000120;30987905120
10674626875132526568506112161881316423167610;55591560000150;11769128956
25457733012461812237433354703788086667270573;44035550000111;19650543740
77552121684802451787335417653112616333162550;75725010000193;47349948468
51081320856271413465080117448178780270457163;53725050000100;22737248612
31730161711135182648058326013548820203865036;67238630000170;55927212778
45856637251370603611888581132037763521683063;13761670000172;27365647906
53756573731658122208335366874841266346144653;74846140000111;08794496242
28401236437840205645355016063021830801611630;03974860000114;32541132506
52663360700272107437576453723830036305477106;99149760000122;37671590908
28601143781576070730766842263736617160631823;65382810000103;36113232255
31787367566681647744428876024152375760602148;19928400000190;04143579731
33342632447875171013804886376454482310007081;64594120000147;29652909238
68841635470232880572310247730187785322280802;91262940000104;11729241204
57041166865184284370218367868176712157523018;15628150000111;34476111971
72713854776755223866813318024233507453048280;96849230000107;25508235671
40206213745877107282862105234677231237167608;76651460000141;87151000227
36082871032557487747815028670374118131274184;13403480000183;11516429834
28245303268086712027502850728567753766104401;26394680000169;28916633575
31036706036357303864422700625338360412535434;68996230000196;13084078319
87837535458801253061172743126136764250862420;21173060000186;18709983082
21353773742368158715765684818311140575607875;73112920000175;19445971825
23300066330214480540218286581271475847777268;93807950000103;35354276810
47185505880742311343704511546613012408337541;13487800000120;45689571172
55408550317373006817252118115313500514634407;03594900000100;68948964968
51072702647033786156476085633024773301764621;82669450000136;56281242300
38738410231367747772175546443047450007045345;73800630000114;07915790269
17447681802881847468660563586060737233643841;29771570000167;16450868872
61668171028431076513634247024867378070842704;01010940000124;55018893079
36410204067423622718580437113387423402765652;48249320000106;91073737675
86365605803442068518853124666887386167638563;28982050000130;87317239348
37650426635354752427712626640027100312682614;64131530000151;45403491635
73850043655282618077113182800782127533407076;44931680000132;86695117896
14240882425363232254882462765008213138430774;63448330000164;99564937400
24640327737801831708655753078521218465470117;39336550000111;00336090200
13521076552024546608751500343066614377744280;58164000000107;92605928799
76753352267531237253144012657750430268357637;95189020000169;44556543053
50446416252143212626725883431120367885056281;31096700000155;68582710666
67032487163054471516881122377216673201333234;84788780000176;14601730155
82412555386336577864033064031643001835142272;00325740000106;99537782301
64620174666416750622015575575811245202868787;06130520000103;27323357381
32523780874134505258753160701763635415258212;24644430000104;80665823312
88688336535613201638524075174775636368667152;95581120000136;52290296503
70383870712121004700765441031313561774075325;02481110000148;14273853191
74064367438108430713451781853151762471662635;57984860000124;81742270751
13533078173624076512483500601114023408345813;89493260000150;84243758077
16520274851503632773625435582128668526665754;67323960000163;26741918809
80576154757805136674618731835850577165056703;48491210000156;77466258948
88751511751820038865317240787038235681285025;62573810000194;85625728534
40474663111233708053027726802577330128735832;28158430000155;65935562030
41087073040086514214268678706721125326886804;49203030000194;40575079819
31884418806447010232243357748823356008762772;87566210000120;38995995270
77110842411112220048265557503114777787266047;29378080000103;65672186220
35132567437462436747344730533163687367638721;65545490000157;25259674960
20478844733813661051204317852773348814624847;30982670000111;52551676142
54520306231811810076663370057800201307374074;61673840000100;41287849075
50887046233413347084724342358284613652772802;28895370000153;87240549682
37534453168566186658450066271513857114748561;21283230000185;60152823204
40712504034506468361770084686274384064878104;41925490000114;86515933096
75558308042322002454887385484576764410057328;44049890000100;56318077693
25207638180154788634714510352631726878116008;13317450000154;76199259459
10787482635072007541048356433716302277101865;76214620000195;42319316663
31501672857440671321473380235245281227400071;32301130000150;58976456203
83452863376725262373187686806364631710632024;72080440000107;60937690708
34878011506106520816750501071526084546773734;56463510000150;04579798449
48676503308347042423760314560424213380546787;83675180000139;47460650129
50625840224855255823435824051305740228605015;98082950000107;39342741452
33548013361187245035074766734201043812434585;49103830000133;77182454033
46614776881020848577705153507311502268071487;63811870000160;00313766495
51286125710002308023205714160134380256312068;85541010000197;30836554604
46072321207416037838423167152300587723686523;38784120000108;39476918667
41361468084085176358153546540601125231271753;32452340000140;61132124670
17240356730650402528604263627742866321740788;06377910000174;31964383250
30568460824048063773606573275221313176144466;83799760000138;87381374617
60302107355220043754613453076787643701776345;16556330000106;19655215768
26754232224842758227824035513822411404243200;15832450000118;27119350609
80401106658016203307236663786161444256340817;08093160000134;90096844582
46506004343304425126784574551116610813408703;23013480000120;06124578506
34165121265417181624475424381487331027762765;33072400000161;45318007538
76552833604687205882778806073507710667483367;41672880000120;97266506077
76682861780716384407745071328547185612503078;36667060000100;92879018218
88681363534150862088852286473435053542383477;74564570000140;42777640297
68704832220455333266103442538087046068771148;93843670000150;97843876464
86336856160328600861143665406316602044674335;90679400000168;60581488555
10323515182720858508271427328412416816147051;01192130000136;96479350219
80880828072852830622374877186833687611537721;19590810000173;85032921815
47754771885178834020547640227430674077322570;50691450000146;39824664580
63025835141842020820838061361403268535528247;13814250000107;24313472576
57331804510471423141388451467367210008740774;11655880000150;04983552251
33471244037035816852004618646143886332368713;46550920000184;69399432424
44710454211404830757680245128275831188166783;35601360000123;29966314393
78562653852430268028261172314600165052151701;02371610000127;55434175000
81032708648036468262025337876478280755126234;87616710000129;97077950263
81820060532141061083755706584643261436200634;48820380000137;85519058806
36233738516402033372514601342205481344572778;04901380000196;73747851002
44675267465171307653361107547488044553721677;54871380000169;82251505970
